Tarih,Fiyat,Fiyat_Sayisal,Fiyat_Per_m2,Semt,Mahalle,Konum,Oda_Sayisi,Brut_Alan_m2,Brut_Alan_m2_Numeric,Kat,Detaylar,URL
2025-12-14 21:44:17,85.000 TL,85.0,0.71,Sarıyer - Maslak Mahallesi,,Sarıyer - Maslak Mahallesi,2+1,120,120,19,"Eclipse Residence 2+1 Doğa Manzaralı Boş Daire
Sarıyer - Maslak Mahallesi
Daire | 2+1 | 19. Kat | 120 m²
85.000 TL
Telefona Bak",https://www.emlakjet.com/ilan/eclipse-residence-21-doga-manzarali-bos-daire-18578453
2025-12-14 21:44:18,90.000 TL,90.0,0.53,Sarıyer - Maslak Mahallesi,,Sarıyer - Maslak Mahallesi,3+1,170,170,2,"Maslak Mashattan Kiralık 3+1 Daire
Sarıyer - Maslak Mahallesi
Daire | 3+1 | 2. Kat | 170 m²
90.000 TL
Telefona Bak",https://www.emlakjet.com/ilan/maslak-mashattan-kiralik-31-daire-18578433
2025-12-14 21:44:18,40.000 TL,40.0,0.73,Kağıthane - Hamidiye Mahallesi,,Kağıthane - Hamidiye Mahallesi,1+0,55,55,4,"Kordon 1+0 Kiralık Daire
Kağıthane - Hamidiye Mahallesi
Daire | Stüdyo | 4. Kat | 55 m²
40.000 TL
Telefona Bak",https://www.emlakjet.com/ilan/kordon-10-kiralik-daire-18578422
2025-12-14 21:44:19,60.000 TL,60.0,0.92,Sarıyer - Huzur Mahallesi,,Sarıyer - Huzur Mahallesi,1+0,65,65,6,"Avangart İstanbul • Modern 1+0 • Uygun Fiyatlı Kiralık
Sarıyer - Huzur Mahallesi
Daire | Stüdyo | 6. Kat | 65 m²
60.000 TL
Telefona Bak",https://www.emlakjet.com/ilan/avangart-istanbul-modern-10-uygun-fiyatli-kiralik-18578418
2025-12-14 21:44:19,55.000 TL,55.0,0.85,Sarıyer - Maslak Mahallesi,,Sarıyer - Maslak Mahallesi,1+0,65,65,13,"Maslak 1453 1+0 -- 1+1 Çevirmeli Kiralık Daire
Sarıyer - Maslak Mahallesi
Daire | 1+1 | 13. Kat | 65 m²
55.000 TL
Telefona Bak",https://www.emlakjet.com/ilan/maslak-1453-10-11-cevirmeli-kiralik-daire-18578416
2025-12-14 21:44:19,165.000 TL,165.0,0.55,Sarıyer - Maslak Mahallesi,,Sarıyer - Maslak Mahallesi,5+1,300,300,21,"Maslak Mashattan 5+1 Kiralık Penthouse
Sarıyer - Maslak Mahallesi
Daire | 5+1 | 21. Kat | 300 m²
165.000 TL
Telefona Bak",https://www.emlakjet.com/ilan/maslak-mashattan-51-kiralik-penthouse-18578371
2025-12-14 21:44:29,110.000 TL,110.0,0.79,Kağıthane - Hamidiye Mahallesi,,Kağıthane - Hamidiye Mahallesi,2+1,140,140,6,"Çamlıvadi’de Kaçırılmayacak Fırsat | 2+1 Peşin / Kapalı Mutfak
Kağıthane - Hamidiye Mahallesi
Daire | 2+1 | 6. Kat | 140 m²
110.000 TL
Telefona Bak",https://www.emlakjet.com/ilan/camlivadi-de-kacirilmayacak-firsat-21-pesin-kapali-mutfak-18578357
2025-12-14 21:44:29,75.000 TL,75.0,0.88,Sarıyer - Huzur Mahallesi,,Sarıyer - Huzur Mahallesi,1+1,85,85,10,"Skyland İstanbul • Geniş 1+1 • Hemen Taşın
Sarıyer - Huzur Mahallesi
Daire | 1+1 | 10. Kat | 85 m²
75.000 TL
Telefona Bak",https://www.emlakjet.com/ilan/skyland-istanbul-genis-11-hemen-tasin-18578354
2025-12-14 21:44:29,110.000 TL,110.0,0.5,Sarıyer - Maslak Mahallesi,,Sarıyer - Maslak Mahallesi,3+1,220,220,Çatı,"Maslak 1453 3+1 Eşyalı Yüksek Tavan Fırsat Daire
Sarıyer - Maslak Mahallesi
Daire | 3+1 | Kot 1 (-1). Kat | 220 m²
110.000 TL
Telefona Bak",https://www.emlakjet.com/ilan/maslak-1453-31-esyali-yuksek-tavan-firsat-daire-18578339
2025-12-14 21:44:30,İstanbul ilindeki ortalama kiralık ev fiyatı: 32 Bin TL,32.0,0.16,Sarıyer - Huzur Mahallesi,,Sarıyer - Huzur Mahallesi,3+1,200,200,11,"İstanbul ilindeki ortalama kiralık ev fiyatı: 32 Bin TL
Bölge Raporunu İncele
Avantgart 3+1 Kiralık Daire
Sarıyer - Huzur Mahallesi
Daire | 3+1 | 11. Kat | 200 m²
105.000 TL
Telefona Bak",https://www.emlakjet.com/ilan/avantgart-31-kiralik-daire-18578335
2025-12-14 21:44:30,100.000 TL,100.0,0.45,Sarıyer - Maslak Mahallesi,,Sarıyer - Maslak Mahallesi,3+1,220,220,19,"Mashattan 3+1 Kiralık Plazalar Cephe Kiralık Fırsat Daire
Sarıyer - Maslak Mahallesi
Daire | 3+1 | 19. Kat | 220 m²
100.000 TL
Telefona Bak",https://www.emlakjet.com/ilan/mashattan-31-kiralik-plazalar-cephe-kiralik-firsat-daire-18578333
2025-12-14 21:44:31,105.000 TL,105.0,0.53,Sarıyer - Maslak Mahallesi,,Sarıyer - Maslak Mahallesi,3+1,200,200,Zemin,"Mashattan 3+1 Kiralık Dublex Daire
Sarıyer - Maslak Mahallesi
Daire | 3+1 | Düz Giriş (Zemin) | 200 m²
105.000 TL
Telefona Bak",https://www.emlakjet.com/ilan/mashattan-31-kiralik-dublex-daire-18578327
2025-12-14 21:44:31,105.000 TL,105.0,0.48,Sarıyer - Maslak Mahallesi,,Sarıyer - Maslak Mahallesi,5+1,220,220,6,"Maslak 1453 3.5+1 Kiralık Daire
Sarıyer - Maslak Mahallesi
Daire | 3+1 | 6. Kat | 220 m²
105.000 TL
Telefona Bak",https://www.emlakjet.com/ilan/maslak-1453-3-51-kiralik-daire-18578319
2025-12-14 21:44:31,75.000 TL,75.0,0.56,Sarıyer - Maslak Mahallesi,,Sarıyer - Maslak Mahallesi,2+1,135,135,5,"2+1 Kiralık Açık Mutfak Daire
Sarıyer - Maslak Mahallesi
Daire | 2+1 | 5. Kat | 135 m²
75.000 TL
Telefona Bak",https://www.emlakjet.com/ilan/21-kiralik-acik-mutfak-daire-18578314
2025-12-14 21:44:31,145.000 TL,145.0,0.85,Sarıyer - Ayazağa Mahallesi,,Sarıyer - Ayazağa Mahallesi,3+1,170,170,6,"Vadistanbul Teras 3+1 Eşyasız Güncel Kiralık Daire
Sarıyer - Ayazağa Mahallesi
Daire | 3+1 | 6. Kat | 170 m²
145.000 TL
Telefona Bak",https://www.emlakjet.com/ilan/vadistanbul-teras-31-esyasiz-guncel-kiralik-daire-18578309
2025-12-14 21:44:32,90.000 TL,90.0,0.69,Kağıthane - Hamidiye Mahallesi,,Kağıthane - Hamidiye Mahallesi,2+1,130,130,2,"Çamlıvadi 2+1 Eşyalı Daire
Kağıthane - Hamidiye Mahallesi
Daire | 2+1 | 2. Kat | 130 m²
90.000 TL
Telefona Bak",https://www.emlakjet.com/ilan/camlivadi-21-esyali-daire-18578281
2025-12-14 21:44:32,65.000 TL,65.0,0.72,Sarıyer - Maslak Mahallesi,,Sarıyer - Maslak Mahallesi,1+1,90,90,12,"Mashattan 1+1 Kiralık Daire
Sarıyer - Maslak Mahallesi
Daire | 1+1 | 12. Kat | 90 m²
65.000 TL
Telefona Bak",https://www.emlakjet.com/ilan/mashattan-11-kiralik-daire-18578262
2025-12-14 21:44:33,45.000 TL,45.0,0.41,Sarıyer - Maslak Mahallesi,,Sarıyer - Maslak Mahallesi,2+0,110,110,6,"Maslak 1453'te Özel Tuvaletli & Klimalı 2 Bölmeli Hazır Ofis
Sarıyer - Maslak Mahallesi
Daire | 2+0 | 6. Kat | 110 m²
45.000 TL
Telefona Bak",https://www.emlakjet.com/ilan/maslak-1453-te-ozel-tuvaletli-klimali-2-bolmeli-hazir-ofis-18578227
2025-12-14 21:44:34,230.000 TL,230.0,0.91,Sarıyer - Ayazağa Mahallesi,,Sarıyer - Ayazağa Mahallesi,4+1,253,253,3,"Vadistanbul Park Sitesi 4+1güncel Eşyasız Kiralık Daire
Sarıyer - Ayazağa Mahallesi
Daire | 4+1 | 3. Kat | 253 m²
230.000 TL
Telefona Bak",https://www.emlakjet.com/ilan/vadistanbul-park-sitesi-41guncel-esyasiz-kiralik-daire-18578190
2025-12-14 21:44:34,27.000 TL,27.0,0.45,Kağıthane - Sultan Selim Mahallesi,,Kağıthane - Sultan Selim Mahallesi,1+1,60,60,3,"Sultan Selim Caddesi Üzerinde Kiralık 1+1 Daire Asansörlü ***boş***
Kağıthane - Sultan Selim Mahallesi
Daire | 1+1 | 3. Kat | 60 m²
27.000 TL
Telefona Bak",https://www.emlakjet.com/ilan/sultan-selim-caddesi-uzerinde-kiralik-11-daire-asansorlu-bos-18578169
2025-12-14 21:44:44,"21.000 TL
23.000 TL",,,Bahçelievler - Soğanlı Mahallesi,,Bahçelievler - Soğanlı Mahallesi,2+1,85,85,4,"Çavuşpaşa Da Meydana 4dk.2+1 85m2 Kiralik Daire
Bahçelievler - Soğanlı Mahallesi
Daire | 2+1 | 4. Kat | 85 m²
21.000 TL
23.000 TL
Telefona Bak",https://www.emlakjet.com/ilan/cavuspasa-da-meydana-4dk-21-85m2-kiralik-daire-18578109
2025-12-14 21:44:45,İstanbul ilindeki ortalama kiralık ev fiyatı: 32 Bin TL,32.0,0.42,Sarıyer - Maslak Mahallesi,,Sarıyer - Maslak Mahallesi,1+1,76,76,6,"İstanbul ilindeki ortalama kiralık ev fiyatı: 32 Bin TL
Bölge Raporunu İncele
As Maslak Da 1+1 Eşyalı Güncel Kiralık Daire
Sarıyer - Maslak Mahallesi
Daire | 1+1 | 6. Kat | 76 m²
55.000 TL
Telefona Bak",https://www.emlakjet.com/ilan/as-maslak-da-11-esyali-guncel-kiralik-daire-18578100
2025-12-14 21:44:45,65.000 TL,65.0,0.66,Sarıyer - Huzur Mahallesi,,Sarıyer - Huzur Mahallesi,1+1,98,98,4,"Skyland İstanbul 1+1 Güncel Eşyasız Kiralık Daire
Sarıyer - Huzur Mahallesi
Daire | 1+1 | 4. Kat | 98 m²
65.000 TL
Telefona Bak",https://www.emlakjet.com/ilan/skyland-istanbul-11-guncel-esyasiz-kiralik-daire-18578099
2025-12-14 21:44:45,25.000 TL,25.0,0.31,Başakşehir - Güvercintepe Mahallesi,,Başakşehir - Güvercintepe Mahallesi,2+1,80,80,6,"Çelik Yapıdan Kiralık Daire
Başakşehir - Güvercintepe Mahallesi
Daire | 2+1 | 6. Kat | 80 m²
25.000 TL
Telefona Bak",https://www.emlakjet.com/ilan/celik-yapidan-kiralik-daire-18578070
2025-12-14 21:44:45,25.000 TL,25.0,0.29,Küçükçekmece - İstasyon Mahallesi,,Küçükçekmece - İstasyon Mahallesi,2+1,85,85,Zemin,"İstasyon Mah.altunkent Sit.bakımlı Yuksek Giris
Küçükçekmece - İstasyon Mahallesi
Daire | 2+1 | Yüksek giriş | 85 m²
25.000 TL
Telefona Bak",https://www.emlakjet.com/ilan/istasyon-mah-altunkent-sit-bakimli-yuksek-giris-18578068
2025-12-14 21:44:45,17.000 TL,17.0,0.23,Başakşehir - Güvercintepe Mahallesi,,Başakşehir - Güvercintepe Mahallesi,2+1,75,75,Zemin,"Çelik Yapıdan Kiralık Daire
Başakşehir - Güvercintepe Mahallesi
Daire | 2+1 | Yüksek giriş | 75 m²
17.000 TL
Telefona Bak",https://www.emlakjet.com/ilan/celik-yapidan-kiralik-daire-18578050
2025-12-14 21:44:46,18.000 TL,18.0,0.2,Başakşehir - Güvercintepe Mahallesi,,Başakşehir - Güvercintepe Mahallesi,2+1,90,90,Zemin,"Basaksehır Kiralık Guvercıntepede Meydan Da Yuksek Gırıs Kat
Başakşehir - Güvercintepe Mahallesi
Daire | 2+1 | Yüksek giriş | 90 m²
18.000 TL
Telefona Bak",https://www.emlakjet.com/ilan/basaksehir-kiralik-guvercintepede-meydan-da-yuksek-giris-kat-18578046
2025-12-14 21:44:46,37.000 TL,37.0,0.25,Avcılar - Mustafa Kemal Paşa Mahallesi,,Avcılar - Mustafa Kemal Paşa Mahallesi,3+1,150,150,1,"Avcılar Gayrimenkul'den Kiralık 1.kat 3+1 150m2 Daire
Avcılar - Mustafa Kemal Paşa Mahallesi
Daire | 3+1 | 1. Kat | 170 m²
37.000 TL
Telefona Bak",https://www.emlakjet.com/ilan/avcilar-gayrimenkul-den-kiralik-1-kat-31-150m2-daire-18577984
2025-12-14 21:44:46,35.000 TL,35.0,0.23,Avcılar - Mustafa Kemal Paşa Mahallesi,,Avcılar - Mustafa Kemal Paşa Mahallesi,3+1,150,150,3,"Avcılar Gayrimenkul'den Kiralık 3.kat 3+1 150m2 Daire
Avcılar - Mustafa Kemal Paşa Mahallesi
Daire | 3+1 | 3. Kat | 170 m²
35.000 TL
Telefona Bak",https://www.emlakjet.com/ilan/avcilar-gayrimenkul-den-kiralik-3-kat-31-150m2-daire-18577983
2025-12-14 21:44:46,47.000 TL,47.0,0.39,Güngören - Haznedar Mahallesi,,Güngören - Haznedar Mahallesi,2+1,120,120,1,"Haznedar Da Full Yapı 120 M2 Kiralık
Güngören - Haznedar Mahallesi
Daire | 2+1 | 1. Kat | 125 m²
47.000 TL
Telefona Bak",https://www.emlakjet.com/ilan/haznedar-da-full-yapi-120-m2-kiralik-18577971
2025-12-14 21:44:46,65.000 TL,65.0,0.37,Beylikdüzü - Kavaklı Mahallesi,,Beylikdüzü - Kavaklı Mahallesi,4+2,177,177,8,"Huzurlu Marmara Sitesi Kiralık 4 + 2 Beylikdüzü / İstanbul
Beylikdüzü - Kavaklı Mahallesi
Daire | 4+1 | 8. Kat | 177 m²
65.000 TL
Telefona Bak",https://www.emlakjet.com/ilan/huzurlu-marmara-sitesi-kiralik-4-2-beylikduzu-istanbul-18577944
2025-12-14 21:44:47,50.000 TL,50.0,0.31,Beylikdüzü - Kavaklı Mahallesi,,Beylikdüzü - Kavaklı Mahallesi,4+2,160,160,3,"Beylikdüzü Kavaklı Mahallesi Vakıf Sokak Kiralık 4 + 2 Dublex
Beylikdüzü - Kavaklı Mahallesi
Daire | 4+2 | 3. Kat | 160 m²
50.000 TL
Telefona Bak",https://www.emlakjet.com/ilan/beylikduzu-kavakli-mahallesi-vakif-sokak-kiralik-4-2-dublex-18577942
2025-12-14 21:44:47,14.000 TL,14.0,0.33,Esenyurt - Zafer Mahallesi,,Esenyurt - Zafer Mahallesi,,42,42,10,"Terrace Mix'te Yüksek Kat Eşyalı Stüdyo Daire
Esenyurt - Zafer Mahallesi
Daire | Stüdyo | 10. Kat | 42 m²
14.000 TL
Telefona Bak",https://www.emlakjet.com/ilan/terrace-mix-te-yuksek-kat-esyali-studyo-daire-18577926
2025-12-14 21:44:47,68.000 TL,68.0,0.51,Üsküdar - Burhaniye Mahallesi,,Üsküdar - Burhaniye Mahallesi,2+1,133,133,1,"Vadi Mahâl Beylerbeyi Sitesinde Kiralık 2+1 Daire
Üsküdar - Burhaniye Mahallesi
Daire | 2+1 | 1. Kat | 133 m²
68.000 TL
Telefona Bak",https://www.emlakjet.com/ilan/vadi-mahal-beylerbeyi-sitesinde-kiralik-21-daire-18577871
2025-12-14 21:44:47,57.000 TL,57.0,0.89,Maltepe - Çınar Mahallesi,,Maltepe - Çınar Mahallesi,1+1,64,64,7,"Nidapark Küçükyalı Beyaz Eşyalı Klimalı 1+1 Kiralık
Maltepe - Çınar Mahallesi
Daire | 1+1 | 7. Kat | 64 m²
57.000 TL
Telefona Bak",https://www.emlakjet.com/ilan/nidapark-kucukyali-beyaz-esyali-klimali-11-kiralik-18577863
2025-12-14 21:44:47,18.000 TL,18.0,0.23,Çekmeköy - Hamidiye Mahallesi,,Çekmeköy - Hamidiye Mahallesi,1+1,80,80,Zemin,"Hamidiyede Yüksek Giriş 1+1 Ayrımutfakli
Çekmeköy - Hamidiye Mahallesi
Daire | 1+1 | Yüksek giriş | 80 m²
18.000 TL
Telefona Bak",https://www.emlakjet.com/ilan/hamidiyede-yuksek-giris-11-ayrimutfakli-18577779
2025-12-14 21:44:47,70.000 TL,70.0,0.54,Kadıköy - Feneryolu Mahallesi,,Kadıköy - Feneryolu Mahallesi,3+1,130,130,5,"Feneryolu'nda Kiralık
Kadıköy - Feneryolu Mahallesi
Daire | 3+1 | 5. Kat | 130 m²
70.000 TL
Telefona Bak",https://www.emlakjet.com/ilan/feneryolu-nda-kiralik-18577687
2025-12-14 21:44:48,20.000 TL,20.0,0.25,Bahçelievler - Kocasinan Merkez Mahallesi,,Bahçelievler - Kocasinan Merkez Mahallesi,2+1,80,80,Zemin,"Bahçelievler Kocasinan Düzgiriş 2+1 Kiralık Daire
Bahçelievler - Kocasinan Merkez Mahallesi
Daire | 2+1 | Düz Giriş (Zemin) | 80 m²
20.000 TL
Telefona Bak",https://www.emlakjet.com/ilan/bahcelievler-kocasinan-duzgiris-21-kiralik-daire-18577612
2025-12-14 21:44:48,47.500 TL,47.5,0.37,Üsküdar - Ünalan Mahallesi,,Üsküdar - Ünalan Mahallesi,3+1,130,130,3,"Söğüt Emlak - Site 59 Ara Kat İçi Temiz 3+1 Kiralık Daire
Üsküdar - Ünalan Mahallesi
Daire | 3+1 | 3. Kat | 130 m²
47.500 TL
Telefona Bak",https://www.emlakjet.com/ilan/sogut-emlak-site-59-ara-kat-ici-temiz-31-kiralik-daire-18577609
2025-12-14 21:44:48,31.000 TL,31.0,0.33,Ümraniye - Çakmak Mahallesi,,Ümraniye - Çakmak Mahallesi,2+1,95,95,2,"Albayrak Emlak Yeni Binada Ara Kat Büyük Kul.ayrı Wcli Daire
Ümraniye - Çakmak Mahallesi
Daire | 2+1 | 2. Kat | 95 m²
31.000 TL
Telefona Bak",https://www.emlakjet.com/ilan/albayrak-emlak-yeni-binada-ara-kat-buyuk-kul-ayri-wcli-daire-18577534
2025-12-14 21:44:48,19.500 TL,19.5,0.28,Ümraniye - Armağanevler Mahallesi,,Ümraniye - Armağanevler Mahallesi,1+1,70,70,,"Albayra'tan Metro Caddelere Çok Yakın Kiralık Daire
Ümraniye - Armağanevler Mahallesi
Daire | 1+1 | Kot 1 (-1). Kat | 70 m²
19.500 TL
Telefona Bak",https://www.emlakjet.com/ilan/albayra-tan-metro-caddelere-cok-yakin-kiralik-daire-18577523
2025-12-14 21:44:48,25.000 TL,25.0,0.29,Ümraniye - Çakmak Mahallesi,,Ümraniye - Çakmak Mahallesi,2+1,85,85,Zemin,"Albayrak'tan İkbal Cad Komşu Metro Yakını 2+1 Daire
Ümraniye - Çakmak Mahallesi
Daire | 2+1 | Düz Giriş (Zemin) | 85 m²
25.000 TL
Telefona Bak",https://www.emlakjet.com/ilan/albayrak-tan-ikbal-cad-komsu-metro-yakini-21-daire-18577520
2025-12-14 21:44:48,27.500 TL,27.5,0.31,Ümraniye - Çamlık Mahallesi,,Ümraniye - Çamlık Mahallesi,2+1,90,90,1,"Albayrak'tan İkbal Cad Komşu-çift Balkonlu-ardiyeli-2+1 Daire
Ümraniye - Çamlık Mahallesi
Daire | 2+1 | 1. Kat | 90 m²
27.500 TL
Telefona Bak",https://www.emlakjet.com/ilan/albayrak-tan-ikbal-cad-komsu-cift-balkonlu-ardiyeli-21-daire-18577518
2025-12-14 21:44:49,28.500 TL,28.5,0.38,Ümraniye - Çakmak Mahallesi,,Ümraniye - Çakmak Mahallesi,1+1,75,75,,"Albayrak'tan Yeni Binada İçi Ful Eşyalı Kiralık Daire
Ümraniye - Çakmak Mahallesi
Daire | 1+1 | Bahçe katı | 75 m²
28.500 TL
Telefona Bak",https://www.emlakjet.com/ilan/albayrak-tan-yeni-binada-ici-ful-esyali-kiralik-daire-18577516
2025-12-14 21:44:49,32.000 TL,32.0,0.36,Ümraniye - Çakmak Mahallesi,,Ümraniye - Çakmak Mahallesi,2+1,90,90,7,"Albayrak'tan Kibar Yaşam Evleri 7.katta Kapalı Otoparklı Daire
Ümraniye - Çakmak Mahallesi
Daire | 2+1 | 7. Kat | 90 m²
32.000 TL
Telefona Bak",https://www.emlakjet.com/ilan/albayrak-tan-kibar-yasam-evleri-7-katta-kapali-otoparkli-daire-18577498
2025-12-14 21:44:59,33.000 TL,33.0,0.47,Kartal - Yakacık Çarşı Mahallesi,,Kartal - Yakacık Çarşı Mahallesi,1+1,70,70,3,"Kartal Metrosuna Yakın Yeni Sitede Kiralık 1+1 Daire
Kartal - Yakacık Çarşı Mahallesi
Daire | 1+1 | 3. Kat | 70 m²
33.000 TL
Telefona Bak",https://www.emlakjet.com/ilan/kartal-metrosuna-yakin-yeni-sitede-kiralik-11-daire-18577458
2025-12-14 21:44:59,20.000 TL,20.0,0.25,Gaziosmanpaşa - Hürriyet Mahallesi,,Gaziosmanpaşa - Hürriyet Mahallesi,2+1,80,80,,"Yılmaz Gayrimenkulden Hürriyette 2+1 80 M2 Beş Yıllık Bahçekatı
Gaziosmanpaşa - Hürriyet Mahallesi
Daire | 2+1 | Bahçe katı | 80 m²
20.000 TL
Telefona Bak",https://www.emlakjet.com/ilan/yilmaz-gayrimenkulden-hurriyette-21-80-m2-bes-yillik-bahcekati-18577433
2025-12-14 21:44:59,20.000 TL,20.0,0.29,Bayrampaşa - Vatan Mahallesi,,Bayrampaşa - Vatan Mahallesi,2+1,70,70,1,"B.paşa Vatan Mah Merkezde Süper Kullanışlı 2+1 Kiralık Daire
Bayrampaşa - Vatan Mahallesi
Daire | 2+1 | 1. Kat | 70 m²
20.000 TL
Telefona Bak",https://www.emlakjet.com/ilan/b-pasa-vatan-mah-merkezde-super-kullanisli-21-kiralik-daire-18577393
2025-12-14 21:45:00,36.000 TL,36.0,0.28,Bağcılar - Yavuz Selim Mahallesi,,Bağcılar - Yavuz Selim Mahallesi,3+1,130,130,3,"Aramanıza uygun yeni bir ilan yayınlandığında ilk sizin haberiniz olsun.
Aramayı Kaydet
Yavuzselim De Kiralık 3+1, 130 M2, 3. Kat Harika Daire
Bağcılar - Yavuz Selim Mahallesi
Daire | 3+1 | 3. Kat | 140 m²
36.000 TL
Telefona Bak",https://www.emlakjet.com/ilan/yavuzselim-de-kiralik-31-130-m2-3-kat-harika-daire-18577356
2025-12-14 21:45:00,42.000 TL,42.0,0.19,Bağcılar - Demirkapı Mahallesi,,Bağcılar - Demirkapı Mahallesi,3+1,220,220,4,"Ateştuglada Kiralık Dubleks 3+1 2+1 220 M
Bağcılar - Demirkapı Mahallesi
Daire | 6+1 | 4. Kat | 220 m²
42.000 TL
Telefona Bak",https://www.emlakjet.com/ilan/atestuglada-kiralik-dubleks-31-21-220-m-18577289
2025-12-14 21:45:00,20.000 TL,20.0,0.29,Esenyurt - Yeşilkent Mahallesi,,Esenyurt - Yeşilkent Mahallesi,1+1,68,68,20,"Full Havuz Manzaralı Eşyalı 1+1
Esenyurt - Yeşilkent Mahallesi
Daire | 1+1 | 20. Kat | 68 m²
20.000 TL
Telefona Bak",https://www.emlakjet.com/ilan/full-havuz-manzarali-esyali-11-18577278
2025-12-14 21:45:00,42.500 TL,42.5,0.62,Beşiktaş - Dikilitaş Mahallesi,,Beşiktaş - Dikilitaş Mahallesi,1+0,68,68,,"Dikilitaş'ta Kiralık 1+0 Eşyalı Bahçeli Geniş Stüdyo Daire
Beşiktaş - Dikilitaş Mahallesi
Daire | Stüdyo | Kot 2 (-2). Kat | 68 m²
42.500 TL
Telefona Bak",https://www.emlakjet.com/ilan/dikilitas-ta-kiralik-10-esyali-bahceli-genis-studyo-daire-18577267
2025-12-14 21:45:01,35.500 TL,35.5,0.37,Çekmeköy - Taşdelen Mahallesi,,Çekmeköy - Taşdelen Mahallesi,2+1,95,95,5,"Çekmeköy Taşdelen Doyapark Sitesi'nde 2 + 1 Kiralık Daire
Çekmeköy - Taşdelen Mahallesi
Daire | 2+1 | 5. Kat | 95 m²
35.500 TL
Telefona Bak",https://www.emlakjet.com/ilan/cekmekoy-tasdelen-doyapark-sitesi-nde-2-1-kiralik-daire-18577266
2025-12-14 21:45:01,30.000 TL,30.0,0.19,Küçükçekmece - Yeşilova Mahallesi,,Küçükçekmece - Yeşilova Mahallesi,5+1,160,160,5,"Küçükçekmece Yeşilova Mahallesi Kiralık 160 M2 Dublex Daire
Küçükçekmece - Yeşilova Mahallesi
Daire | 5+1 | 5. Kat | 180 m²
30.000 TL
Telefona Bak",https://www.emlakjet.com/ilan/kucukcekmece-yesilova-mahallesi-kiralik-160-m2-dublex-daire-18577207
2025-12-14 21:45:01,29.000 TL,29.0,0.48,Bayrampaşa - Orta Mahallesi,,Bayrampaşa - Orta Mahallesi,1+1,60,60,2,"B.paşa Orta Mah. 1+1 60 M2 Sıfır Bina Kiralık Daire
Bayrampaşa - Orta Mahallesi
Daire | 1+1 | 2. Kat | 60 m²
29.000 TL
Telefona Bak",https://www.emlakjet.com/ilan/b-pasa-orta-mah-11-60-m2-sifir-bina-kiralik-daire-18577201
2025-12-14 21:45:01,23.000 TL,23.0,0.26,Sultanbeyli - Akşemsettin Mahallesi,,Sultanbeyli - Akşemsettin Mahallesi,2+1,90,90,3,"Akşemsettin Mah. Kiralık 2+1 Arakat Ön Cephe Daire
Sultanbeyli - Akşemsettin Mahallesi
Daire | 2+1 | 3. Kat | 90 m²
23.000 TL
Telefona Bak",https://www.emlakjet.com/ilan/aksemsettin-mah-kiralik-21-arakat-on-cephe-daire-18577044
2025-12-14 21:45:02,29.500 TL,29.5,0.45,Pendik - Kurtköy Mahallesi,,Pendik - Kurtköy Mahallesi,1+1,65,65,3,"Kurtköy De Havuzlu Lüks Sitede Eşyalı 1+1
Pendik - Kurtköy Mahallesi
Daire | 1+1 | 3. Kat | 65 m²
29.500 TL
Telefona Bak",https://www.emlakjet.com/ilan/kurtkoy-de-havuzlu-luks-sitede-esyali-11-18577037
2025-12-14 21:45:02,29.000 TL,29.0,0.21,Sancaktepe - Mevlana Mahallesi,,Sancaktepe - Mevlana Mahallesi,3+1,140,140,2,"Kiralık 3+1 Ara Kat Cadde Üzerinde Mevlana Mahallesi
Sancaktepe - Mevlana Mahallesi
Daire | 3+1 | 2. Kat | 140 m²
29.000 TL
Telefona Bak",https://www.emlakjet.com/ilan/kiralik-31-ara-kat-cadde-uzerinde-mevlana-mahallesi-18577034
2025-12-14 21:45:02,49.500 TL,49.5,0.27,Ümraniye - Armağanevler Mahallesi,,Ümraniye - Armağanevler Mahallesi,4+1,185,185,8,"Ümraniye Armağanevler Mahallesinde Kiralık 4+1 Dubleks Daire
Ümraniye - Armağanevler Mahallesi
Daire | 4+1 | 8. Kat | 185 m²
49.500 TL
Telefona Bak",https://www.emlakjet.com/ilan/umraniye-armaganevler-mahallesinde-kiralik-41-dubleks-daire-18576954
2025-12-14 21:45:02,50.000 TL,50.0,0.38,Şişli - Feriköy Mahallesi,,Şişli - Feriköy Mahallesi,3+1,130,130,,"Savaş Sokakta 3+1 Eşyalı Kiralık Daire
Şişli - Feriköy Mahallesi
Daire | 3+1 | Bahçe katı | 130 m²
50.000 TL
Telefona Bak",https://www.emlakjet.com/ilan/savas-sokakta-31-esyali-kiralik-daire-18576907
2025-12-14 21:45:02,38.000 TL,38.0,0.3,Üsküdar - Cumhuriyet Mahallesi,,Üsküdar - Cumhuriyet Mahallesi,3+1,125,125,1,"Cumhuriyet Mahallesinde Ulaşımı Kolay 3+1 125 M2 Arakatta Daire
Üsküdar - Cumhuriyet Mahallesi
Daire | 3+1 | 1. Kat | 125 m²
38.000 TL
Telefona Bak",https://www.emlakjet.com/ilan/cumhuriyet-mahallesinde-ulasimi-kolay-31-125-m2-arakatta-daire-18576898
